,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family,AgeClass,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare
345,3,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
346,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
347,3,0,2.0,0,0,0,1,0,6.0,0,0,0,0,0,1,0,0
348,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
349,2,0,1.0,0,0,2,0,0,2.0,0,1,0,0,0,0,0,0
350,1,0,2.0,0,1,3,1,1,2.0,0,0,0,0,0,1,0,0
351,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
352,2,1,1.0,0,0,3,0,0,2.0,0,0,0,0,1,0,0,0
353,2,1,3.0,1,2,3,0,3,6.0,0,0,0,0,1,0,0,0
354,3,0,0.0,1,2,2,0,3,0.0,0,1,0,0,0,0,0,0
355,1,1,3.0,0,0,2,0,0,3.0,0,0,0,0,1,0,0,0
356,1,0,3.0,2,0,3,0,2,3.0,0,0,0,0,0,1,0,0
357,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
358,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
359,3,0,1.0,1,0,2,0,1,3.0,0,0,0,0,0,1,0,0
360,3,1,0.0,8,2,3,0,10,0.0,1,0,0,0,0,0,0,0
361,2,0,1.0,1,1,3,1,2,2.0,0,0,0,0,0,1,0,0
362,2,0,1.0,0,0,2,0,0,2.0,0,0,0,0,0,1,0,0
363,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
364,1,0,1.0,1,0,3,1,1,1.0,0,0,0,0,0,1,0,0
365,3,0,1.0,1,9,3,0,10,3.0,0,0,0,0,0,1,0,0
366,3,1,1.0,1,0,2,1,1,3.0,0,0,0,0,1,0,0,0
367,3,0,1.0,0,0,3,0,0,3.0,0,1,0,0,0,0,0,0
368,1,0,2.0,0,1,3,1,1,2.0,0,0,0,0,0,1,0,0
369,2,1,1.0,0,0,1,1,0,2.0,0,0,0,0,0,0,0,0
370,2,1,1.0,1,0,1,0,1,2.0,0,0,0,0,1,0,0,0
371,1,0,1.0,0,0,3,1,0,1.0,0,1,0,0,0,0,0,0
372,1,1,3.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
373,2,1,2.0,0,0,1,0,0,4.0,0,0,0,0,1,0,0,0
374,1,0,3.0,1,1,3,0,2,3.0,0,0,0,0,0,1,0,0
375,1,0,2.0,0,0,3,1,0,2.0,0,1,0,0,0,0,0,0
376,3,0,1.0,2,0,1,0,2,3.0,0,1,0,0,0,0,0,0
377,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
378,1,1,3.0,0,0,3,0,0,3.0,0,0,0,0,1,0,0,0
379,3,1,0.0,4,2,3,0,6,0.0,1,0,0,0,0,0,0,0
380,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
381,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
382,3,0,1.0,0,0,2,0,0,3.0,0,0,0,0,0,1,0,0
383,3,0,1.0,1,0,2,0,1,3.0,0,0,0,0,0,1,0,0
384,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
385,2,0,1.0,1,2,3,0,3,2.0,0,1,0,0,0,0,0,0
386,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
387,2,1,3.0,0,0,1,0,0,6.0,0,0,0,0,1,0,0,0
388,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
389,3,1,0.0,3,1,2,0,4,0.0,1,0,0,0,0,0,0,0
390,1,1,1.0,0,0,3,0,0,1.0,0,0,0,0,1,0,0,0
391,1,0,3.0,0,1,3,0,1,3.0,0,0,0,0,0,1,0,0
392,3,1,0.0,0,2,2,0,2,0.0,1,0,0,0,0,0,0,0
393,2,1,2.0,0,0,1,0,0,4.0,0,0,0,0,1,0,0,0
394,3,1,1.0,3,1,2,0,4,3.0,0,0,0,0,1,0,0,0
395,1,0,1.0,1,0,3,0,1,1.0,0,0,0,0,0,1,0,0
396,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
397,1,0,2.0,1,1,3,1,2,2.0,0,0,0,0,0,1,0,0
398,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
399,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
400,1,0,1.0,0,0,3,0,0,1.0,0,1,0,0,0,0,0,0
401,2,1,2.0,1,0,2,0,1,4.0,0,0,0,0,1,0,0,0
402,1,0,1.0,0,1,3,1,1,1.0,0,1,0,0,0,0,0,0
403,1,1,1.0,0,0,3,0,0,1.0,0,0,0,0,1,0,0,0
404,1,1,2.0,1,0,2,1,1,2.0,0,0,0,0,1,0,0,0
405,2,1,1.0,0,0,1,1,0,2.0,0,0,0,0,1,0,0,0
406,2,1,1.0,1,0,1,0,1,2.0,0,0,0,0,1,0,0,0
407,1,1,3.0,1,1,3,1,2,3.0,0,0,0,0,1,0,0,0
408,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
409,3,0,0.0,1,1,1,0,2,0.0,0,1,0,0,0,0,0,0
410,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
411,1,0,2.0,1,0,3,2,1,2.0,0,0,0,0,0,1,0,0
412,3,0,1.0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0
413,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
414,1,0,2.0,0,0,3,1,0,2.0,0,0,0,0,0,0,0,0
415,3,1,2.0,0,0,0,0,0,6.0,0,0,0,0,1,0,0,0
416,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
417,3,1,1.0,1,1,2,1,2,3.0,1,0,0,0,0,0,0,0
